NM_001154534.1	LOC100281615
XM_008651634.3	LOC103630585
XM_008651637.3	LOC103630585
NM_001197016.1	LOC100502546
XM_008651674.4	LOC103630626
XR_004852509.1	LOC103630632
XM_008651687.3	LOC103630632
XM_023301381.1	LOC109943576
XR_561224.4	LOC100216768
XR_561223.4	LOC100216768
XM_008666894.4	LOC100216768
NM_001143167.1	LOC100216768
XM_020547085.3	LOC103630653
NM_001368193.1	LOC100381534
NM_001279938.1	LOC100194370
NM_001139405.1	LOC100194370
NM_001139237.1	LOC100194192
NM_001360230.1	LOC100273289
XM_008651736.3	LOC103630678
XM_008662182.4	LOC100037826
XM_008666852.3	LOC100037826
XM_008666322.4	LOC100037826
XM_035964502.1	LOC100037826
NM_001112524.1	LOC100037826
NM_001346798.1	LOC100422791
XM_020538828.2	LOC100192899
NM_001138086.1	LOC100192899
XR_555184.2	LOC103630668
XM_008651724.3	LOC103630668
XM_008656326.3	LOC100193669
XM_035962377.1	LOC100193669
XM_008656164.3	LOC100193669
XM_035962400.1	LOC100193669
XM_035962438.1	LOC100193669
XM_035962368.1	LOC100193669
NM_001138762.1	LOC100193669
XM_008656293.2	LOC100193669
XM_008656357.2	LOC100193669
XM_023300927.1	LOC100193669
XM_023300937.1	LOC100193669
NM_001149710.2	LOC100275682
XM_008671615.3	LOC100275682
XM_020539108.1	LOC100501456
XM_008648876.3	LOC100501456
NM_001196166.1	LOC100501456
NM_001150162.2	LOC100276353
XM_008683042.2	LOC100304252
NM_001165696.1	LOC100304252
NM_001352969.1	LOC103630688
NM_001352970.1	LOC100279759
XM_008679175.3	LOC100192479
NM_001137699.1	LOC100192479
XM_023302426.1	LOC100285339
NM_001158231.2	LOC100285339
NM_001321446.1	LOC107403162
XM_008674832.2	LOC100280063
XM_035962428.1	LOC118473258
XM_008651777.3	LOC103630728
XM_008651794.3	LOC103630728
XM_020544900.2	LOC103630728
XM_020544901.3	LOC103644381
XM_008651804.4	LOC103630746
NM_001323341.1	LOC107548113
NM_001155633.2	LOC100282726
XM_023302443.1	LOC100285555
NM_001158446.2	LOC100285555
XM_020552417.2	LOC100283968
XM_023302313.1	LOC100283968
NM_001156866.1	LOC100283968
NM_001147695.1	LOC100285519
NM_001158385.2	LOC100285493
NM_001348128.1	LOC100272424
XM_008651827.4	LOC103630760
NM_001157032.2	LOC100284135
XM_008645416.4	LOC100381824
NM_001361544.1	LOC100381824
XM_008651852.4	LOC103630770
XM_023301087.2	LOC103630770
XM_008651859.4	LOC103630770
NM_001323545.1	LOC100501901
XM_008651876.4	LOC103630811
XM_020547078.2	LOC103644382
NM_001154471.1	LOC100281552
XR_002267833.3	LOC100277985
XR_002267832.3	LOC100277985
XR_002267834.3	LOC100277985
XR_004856924.1	LOC100277985
XR_002750234.2	LOC100277985
NM_001151412.2	LOC100277985
NM_001158770.1	LOC100285880
XM_008682473.4	LOC100285880
XM_020544918.3	LOC103630827
XR_004855717.1	LOC111590675
XR_004855713.1	LOC111590669
XR_004855714.1	LOC111590670
NM_001156407.1	LOC100283507
NM_001156244.2	LOC100283343
NM_001159065.2	LOC100286177
XM_008670389.3	LOC100274439
NM_001148798.1	LOC100274439
XR_565705.4	LOC100284607
NM_001157502.1	LOC100284607
XM_020547086.3	LOC103630838
XM_008651901.4	LOC103630849
XM_008682628.4	LOC100286006
XM_035958853.1	LOC100286006
NM_001158894.1	LOC100286006
XM_023301934.2	LOC100191772
NM_001137197.1	LOC100191772
NM_001156874.2	LOC100283976
NM_001150959.1	LOC100277385
XM_020547080.3	LOC103644384
XM_008646027.3	LOC100192905
NR_157259.1	LOC100278238
NM_001174359.1	LOC100381530
NM_001111872.1	LOC542270
XM_035965175.1	LOC100274414
NM_001148773.1	LOC100274414
NM_001156996.2	LOC100284098
XM_008651915.3	LOC103630860
XM_008651911.4	LOC103630860
XM_008651906.4	LOC103630860
XM_008651925.4	LOC103630860
XM_008651921.4	LOC103630860
XM_020544927.3	LOC103641453
NM_001177225.1	LOC100384769
NM_001150547.1	LOC100276840
XM_008651963.3	LOC103630932
XR_002265431.3	LOC109942737
XR_004852539.1	LOC109942737
XM_008651951.4	LOC103630917
NM_001367786.1	LOC100274260
NM_001139280.1	LOC100194239
XM_008651979.4	LOC103630952
XM_020544934.2	LOC103644387
NM_001174422.1	LOC100381604
XM_008652034.3	LOC103631010
NM_001301530.1	LOC103630963
NM_001148973.2	LOC100274636
NM_001165627.2	LOC100274636
XM_008652042.2	LOC103631020
XM_008648788.4	LOC100193072
XM_008648731.4	LOC100193072
NM_001138238.1	LOC100193072
NM_001360100.1	LOC100272698
XM_008649083.4	LOC100501751
NM_001196415.1	LOC100501751
NM_001368941.1	LOC100282187
XM_008652066.2	LOC103631056
XR_555268.3	LOC103631065
XM_008675083.4	LOC100191905
XM_008675108.4	LOC100191905
NM_001137329.1	LOC100191905
XR_002261888.3	LOC100381417
NM_001349019.1	LOC100381417
XM_020537617.3	LOC100381417
XM_020537615.2	LOC100381417
XR_004855650.1	LOC100217148
XR_004855651.1	LOC100217148
NM_001143514.1	LOC100217148
NM_001158720.1	LOC100285830
XM_023301382.2	LOC103631088
XM_035962450.1	LOC103631088
XR_004852553.1	LOC103631105
XR_002265433.2	LOC103631105
XR_002265436.2	LOC103631105
NM_001158067.1	LOC100285173
NM_001154118.1	LOC100281199
XR_004852555.1	LOC118473274
XR_004852557.1	LOC103631133
XM_008674576.3	LOC100279630
XM_035966197.1	LOC100279630
XM_035966201.1	LOC100279630
NM_001152626.1	LOC100279630
XR_555271.2	LOC103631144
XR_002265437.3	LOC103644389
XM_020544951.3	LOC103644389
XM_020547088.3	LOC109943584
XM_008652142.3	LOC100283731
XM_008652148.3	LOC103631168
NM_001157764.1	LOC100284869
XM_008652154.4	LOC103631177
NM_001156947.1	LOC100284049
XM_023301383.1	LOC111590576
NM_001174400.1	LOC100381575
NM_001143301.1	LOC100216915
XR_004855760.1	LOC111590719
XM_008677201.3	LOC100281788
XM_008677210.3	LOC100281788
XM_008677215.4	LOC100281788
NM_001368098.1	LOC100281788
XM_008677219.2	LOC100281788
XM_008677234.2	LOC100281788
XM_008677225.2	LOC100281788
XM_008677241.2	LOC100281788
NM_001176183.1	LOC100383535
NR_151715.1	LOC100384749
NM_001157626.2	LOC100272871
XM_008652169.4	LOC103631208
NM_001157630.1	LOC100284735
NM_001158602.2	LOC100281329
XM_008652181.4	LOC103631225
NM_001155709.1	IDP755
XM_023301316.2	LOC100194359
NM_001139394.1	LOC100194359
NM_001301765.1	LOC100281469
XR_004850427.1	LOC103631233
XM_020539663.3	LOC103631233
XM_020539661.3	LOC103631233
XM_035960253.1	LOC103631233
XM_020539664.3	LOC103631233
XM_020539667.3	LOC103631233
XM_020539673.3	LOC103631233
XM_020539670.3	LOC103631233
NM_001328394.1	LOC103631233
NM_001360664.1	LOC100274981
NM_001374037.1	LOC100278223
NM_001158092.1	LOC100285198
XM_023301851.2	LOC100277948
NM_001151386.1	LOC100277948
NM_001153407.1	LOC100280487
NM_001321442.1	LOC107403160
XM_020540147.1	LOC107403160
NM_001174740.1	LOC100381968
NM_001147882.1	LOC100273445
NM_001372415.1	LOC100304120
NM_001153875.1	LOC100280955
XM_008646150.2	LOC100383060
NM_001175736.1	LOC100383060
XM_008682432.4	LOC100285852
XM_035958803.1	LOC100285852
XM_008682426.4	LOC100285852
NM_001158742.1	LOC100285852
NM_001367218.1	LOC100285278
XM_008652202.2	LOC103631242
XM_008652195.2	LOC103631242
XM_008652211.4	LOC103631259
XM_008675601.4	LOC100280898
XM_020550742.3	LOC100280898
NM_001153818.3	LOC100280898
XM_020547153.1	LOC103644392
XM_020552655.3	LOC100284305
NM_001157200.1	LOC100284305
XM_020544959.2	LOC109942738
NM_001175764.1	LOC100383093
XR_004852581.1	LOC100502361
XM_020539334.2	LOC100502361
XM_035962483.1	LOC100502361
XM_035962485.1	LOC100502361
XM_020539338.2	LOC100502361
XM_035962484.1	LOC100502361
XM_020539330.1	LOC100502361
XM_008652289.3	LOC103631359
XM_020547162.1	LOC103644394
XM_008652305.4	LOC103631379
XM_008671935.4	LOC100276168
NM_001150018.1	LOC100276168
NM_001174927.1	LOC100382167
NM_001175959.1	LOC100383301
XR_004851254.1	LOC107546779
NM_001322962.1	LOC107546779
NM_001137500.1	LOC100192077
NM_001158148.1	LOC100285254
NM_001153737.1	LOC100280817
XM_008675557.3	LOC100280817
NM_001112190.3	LOC542672
XM_020546678.3	LOC100194408
XM_035964157.1	LOC100194408
NM_001363281.1	LOC100194408
NM_001305859.1	LOC542290
NR_121174.1	MIR528a
XR_004855761.1	LOC111590720
NM_001143226.1	LOC100216832
XM_020544964.2	LOC103631462
NM_001149410.1	LOC100275291
NM_001366674.1	LOC100283425
XR_555287.3	LOC103631480
XR_004855804.1	LOC111590767
XR_002265440.3	LOC103631488
XM_020544965.1	LOC103631488
XR_555289.3	LOC103631507
XR_002266621.1	LOC103644399
NM_001154315.2	LOC100281397
NM_001153509.2	LOC100280590
XM_008652451.2	LOC103631568
NM_001153689.1	LOC100280768
NM_001359424.1	LOC100194194
XM_020544974.3	LOC103631579
XM_035962511.1	LOC103631579
XM_008652459.4	LOC103631579
XM_035962510.1	LOC103631579
XM_020544975.3	LOC103631579
XM_020544980.2	LOC103631579
XR_004852594.1	LOC103631588
XM_008652466.4	LOC103631588
XM_008652471.4	LOC103631596
XR_004855718.1	LOC111590676
XR_004855719.1	LOC111590677
XM_008652483.2	LOC103631613
XM_023301606.2	LOC100274300
NM_001349938.1	LOC100274300
XM_035966001.1	LOC100278991
XM_023301892.2	LOC100278991
XM_035965995.1	LOC100278991
XM_035965994.1	LOC100278991
XM_023301890.1	LOC100278991
XM_035965996.1	LOC100278991
XM_035965993.1	LOC100278991
XM_023301891.1	LOC100278991
NM_001350274.1	LOC100278991
NM_001350273.1	LOC100278991
XM_008652498.3	LOC103631623
NM_001111840.2	LOC542230
XR_004852608.1	LOC103631647
XM_008652511.4	LOC103631647
XM_023300180.2	LOC100383383
NM_001176038.1	LOC100383383
NM_001366997.1	LOC100502264
XM_020547089.3	LOC103631655
XM_035965699.1	LOC100277112
XM_035965700.1	LOC100277112
XM_035965702.1	LOC100277112
NM_001150772.2	LOC100277112
NM_001139020.1	LOC100193951
NM_001175428.1	LOC100382705
NM_001148670.1	LOC100274307
XM_008652525.4	LOC103631665
NM_001301757.1	LOC103631665
NM_001147922.1	LOC100273485
NM_001137022.1	LOC100191592
NM_001371793.1	LOC100281825
NM_001147616.1	LOC100273170
XR_004855704.1	LOC111590646
XR_002266622.1	LOC103631671
XM_008667612.2	LOC103644404
NM_001357604.1	LOC100501100
XR_004852613.1	LOC109942739
XM_035962532.1	LOC109942739
XM_020544993.3	LOC109942739
XM_020544994.3	LOC100384051
XM_035959726.1	LOC100384051
XM_035959729.1	LOC100384051
NM_001176655.1	LOC100384051
NM_001176169.1	LOC100383521
XM_035962533.1	LOC118473309
XR_004852616.1	LOC103631673
XM_008652529.3	LOC103631673
NM_001152793.1	LOC100279840
XR_002266623.3	LOC103631675
NM_001111510.2	LOC541829
NM_001111511.1	LOC541830
NM_001155358.1	LOC100282447
NM_001111509.2	LOC541828
XR_555309.2	LOC103631676
NR_163746.1	LOC115032970
NR_121095.1	MIR171e
XR_552441.3	LOC100382432
XR_004849636.1	LOC100382432
XR_552440.3	LOC100382432
NM_001175174.1	LOC100382432
NM_001156324.2	LOC100283423
XR_555312.4	LOC103631678
XR_555311.4	LOC103631678
XR_004852641.1	LOC103631678
NM_001137859.2	LOC100192647
NM_001157730.2	pht10
NM_001150006.2	LOC100276150
XR_004852643.1	LOC103644405
XM_020544998.2	LOC103631679
XR_004852647.1	LOC109939337
XM_008652552.3	LOC109939171
XM_008652566.4	LOC103631682
NM_001156965.2	LOC100284067
NM_001279823.2	LOC541842
NM_001361397.1	LOC100304277
XR_555314.1	LOC103631683
XR_002266625.1	LOC109943585
XM_020540724.2	LOC103644408
XM_008667618.2	LOC103644409
NM_001174910.1	LOC100382150
XM_008682706.4	LOC100286089
NM_001158977.1	LOC100286089
XM_008652578.3	LOC103631685
NM_001301495.1	LOC103631685
XM_035960268.1	LOC103631685
NM_001149540.2	LOC100275476
XM_020545011.1	LOC103631680
XM_035960262.1	LOC103631680
NM_001352159.1	LOC103631680
XM_020540729.3	LOC103631686
NM_001154290.2	LOC100281372
NM_001150957.2	LOC100277382
XM_008652601.3	LOC103631689
XM_008652605.4	LOC103631689
XR_002266626.1	LOC109943586
XR_002266627.3	LOC103631690
XM_023300561.1	LOC103644413
NM_001196798.2	LOC100286202
NM_001174714.1	LOC100381940
XM_008673840.4	LOC100278549
NM_001151789.1	LOC100278549
NM_001327978.1	LOC103631692
NM_001346073.1	LOC103631691
XR_002266630.1	LOC109943588
XM_020540737.1	LOC103644415
NM_001368327.1	LOC100281595
NM_001138952.1	LOC100193874
XM_035965917.1	LOC100278544
XM_008673832.3	LOC100278544
XM_008673818.3	LOC100278544
XM_020549708.3	LOC100278544
XM_008673824.3	LOC100278544
NM_001151784.2	LOC100278544
NM_001374291.1	LOC100275508
XM_008652637.4	LOC103631693
XR_004852659.1	LOC103631694
XR_004852657.1	LOC103631694
XR_002749348.2	LOC103631694
XR_002265448.3	LOC103631694
XR_555327.4	LOC103631694
XR_555329.4	LOC103631694
XR_555325.4	LOC103631694
XM_008652642.4	LOC103631694
NM_001147995.3	LOC100273577
XR_002265450.3	LOC103631695
XR_002265451.3	LOC103631695
XR_002265452.3	LOC103631695
NM_001175766.1	LOC100383095
NM_001367109.1	LOC107521955
NM_001154364.2	LOC100281446
XM_020545022.2	LOC103631696
NM_001361997.1	LOC100383320
XM_008646515.3	LOC100383320
NM_001151149.2	LOC100277637
XM_008652689.4	LOC103631697
XM_020545030.2	LOC103631697
NM_001137977.2	LOC100192783
NM_001154687.2	LOC100281767
XR_002749712.2	LOC111590577
NM_001364936.1	LOC103631699
XM_008652703.4	LOC103631700
XM_008652707.4	LOC103631700
XM_008652716.2	LOC103631701
NM_001151811.2	LOC100278579
NM_001112590.1	LOC100125659
XR_555344.4	LOC103631702
NM_001146832.1	LOC100272349
XR_555345.3	LOC103631703
XM_008652729.3	LOC103631704
XM_008668757.3	LOC100272791
XM_008668760.3	LOC100272791
XM_008668763.3	LOC100272791
XM_008668754.3	LOC100272791
XM_035964676.1	LOC100272791
XM_035964679.1	LOC100272791
XM_008668753.3	LOC100272791
XM_008668765.3	LOC100272791
XM_020547578.2	LOC100272791
XM_008668755.3	LOC100272791
XM_035964680.1	LOC100272791
XM_020547571.2	LOC100272791
NM_001360113.1	LOC100272791
XM_008649423.4	LOC100502300
NM_001363261.1	LOC100502300
XM_008667626.4	LOC103644420
XM_035962598.1	LOC118471899
XM_008652738.3	LOC103631706
XM_008652742.3	LOC103631706
XM_008652765.3	LOC103631709
XM_020547090.2	LOC103631709
XM_008673697.3	LOC103649427
XM_020547091.1	LOC103649427
XM_020540746.1	LOC103649430
XM_020547092.3	LOC103631710
XM_008652774.4	LOC103631710
XM_008652783.4	LOC103631711
XM_035962608.1	LOC118471934
XM_008652799.2	LOC103631713
NM_001175709.2	LOC100383031
XM_008667628.1	LOC103644422
NM_001158954.1	LOC100286066
XM_035967476.1	LOC100192089
XM_035967463.1	LOC100192089
XM_008678376.4	LOC100192089
XM_035967517.1	LOC100192089
XM_008678331.4	LOC100192089
XM_020552151.3	LOC100192089
XM_020552014.3	LOC100192089
XM_020552128.3	LOC100192089
XM_035967508.1	LOC100192089
XM_008678289.4	LOC100192089
NM_001365513.1	LOC100192089
NM_001137512.1	LOC100192089
XM_008678454.3	LOC100192089
XM_008667629.3	LOC103644423
NM_001111426.2	LOC541675
XR_004852710.1	LOC118473368
XR_002266632.1	LOC109943590
XM_035966950.1	LOC100282062
XM_008677677.4	LOC100282062
NM_001154975.1	LOC100282062
NM_001365161.1	LOC103631716
XR_004852715.1	LOC118473373
NM_001149546.2	LOC100275482
XM_008667630.1	LOC103644424
XR_555360.4	LOC100278110
XR_004852717.1	LOC100278110
XM_020545050.3	LOC103644425
XM_020545051.3	LOC103644425
XM_020545052.3	LOC103644425
NM_001158045.1	LOC100285151
XM_035968003.1	LOC100285151
XM_020553126.2	LOC100285151
XM_020553111.2	LOC100285151
XM_035968010.1	LOC100285151
XM_020553121.2	LOC100285151
XM_035967998.1	LOC100285151
XM_008681436.3	LOC100285151
XM_008681452.3	LOC100285151
XM_008681464.4	LOC100285151
XM_008681458.3	LOC100285151
XM_008681444.3	LOC100285151
XM_035967992.1	LOC100285151
XM_020553114.2	LOC100285151
XM_020545057.2	LOC109942741
XM_020545058.3	LOC109942741
XM_020545060.2	LOC109942741
XM_020545054.2	LOC109942741
XR_004852731.1	LOC103631723
XR_004852734.1	LOC103631723
XR_002265454.3	LOC103631723
XR_004852736.1	LOC103631723
XR_004852735.1	LOC103631723
XR_002265455.3	LOC103631723
XM_020545062.3	LOC103631723
XM_020547087.2	LOC100216943
NM_001143326.1	LOC100216943
NM_001149044.2	LOC100274752
XM_008649595.3	LOC100857003
XM_008649603.4	LOC100857003
NM_001254878.1	LOC100857003
XM_020553213.1	LOC100285445
NM_001158338.1	LOC100285445
XM_008652865.4	LOC103631724
XM_008652869.3	LOC103631724
NM_001112576.1	LOC100125645
NM_001112563.2	LOC100101548
NM_001153502.1	LOC100280583
NM_001148530.1	LOC100274152
XR_004852738.1	LOC118473379
NM_001148791.1	LOC100274432
NM_001147694.1	LOC100273252
XM_008652875.3	LOC103631726
XM_008652880.2	LOC103631727
NM_001156446.1	LOC100283546
XM_020547094.1	LOC109943592
XR_004852741.1	LOC118473382
XM_008652883.4	LOC103631728
XM_008674786.4	LOC100191875
XM_008674758.3	LOC100191875
NM_001360689.1	LOC100191875
XM_008652890.3	LOC103631729
XR_555368.2	LOC103631730
XM_020540804.1	LOC103631732
NM_001367325.1	LOC100277440
NM_001196972.2	pht9
NM_001158574.1	LOC100285683
XM_008667634.2	LOC103644430
NM_001352343.1	LOC100275826
NM_001142980.1	LOC100216560
NM_001361332.1	LOC100501489
NM_001361331.1	LOC100278319
NM_001157600.2	LOC100284705
NM_001156580.2	LOC100283679
XM_008652916.3	LOC103631733
XM_008674394.4	LOC100191850
NM_001137274.2	LOC100191850
NM_001158548.2	LOC100285657
XM_008652926.3	LOC103631734
XM_008652925.2	LOC103631734
XM_008652931.4	LOC103631734
XM_008652940.3	LOC103631735
XM_008652946.3	LOC103631736
XM_008652955.3	LOC103631737
XM_008652954.4	LOC103631737
XM_008652956.4	LOC103631738
XM_008660046.4	LOC100193940
NM_001139009.1	LOC100193940
NM_001195207.1	LOC100192784
XM_008666607.4	LOC100216600
XM_008666601.4	LOC100216600
XM_008652960.3	LOC103631739
XM_008648235.3	LOC100384536
XM_008648240.2	LOC100384536
NM_001177054.1	LOC100384536
NM_001157712.2	LOC100284817
NM_001138616.1	LOC100193503
XM_020546912.3	LOC100216780
NM_001143179.1	LOC100216780
XM_020540842.1	LOC109940740
XM_008647063.4	LOC100383598
XM_035959599.1	LOC100383598
XM_008647070.4	LOC100383598
NM_001176246.1	LOC100383598
XM_008648985.3	LOC100501587
XM_008648995.3	LOC100501587
XM_008648980.3	LOC100501587
XM_008648975.4	LOC100501587
NM_001362583.1	LOC100501587
XM_008659707.4	LOC100193907
XM_008659752.4	LOC100193907
XM_035963374.1	LOC100193907
NM_001138979.1	LOC100193907
XM_008667639.3	LOC103644434
XM_008652968.4	LOC103631741
XM_008652985.4	LOC103631743
XR_004852777.1	LOC103631742
XM_008652974.4	LOC103631742
NM_001148898.1	LOC100274542
XM_008652999.3	LOC103631744
XM_008653002.4	LOC103631744
NM_001365942.1	LOC100275123
NR_158682.1	LOC103631745
NM_001152121.2	LOC100279067
XM_008653011.3	LOC103631746
NM_001147642.1	sfp4
XM_020545114.2	LOC109942742
NM_001148329.1	LOC100273937
NM_001165486.1	LOC100281152
XR_004852792.1	LOC118473398
XM_035962676.1	LOC118473399
NM_001326534.1	LOC100216585
NM_001153064.1	LOC100280131
XR_555388.4	LOC103631750
XR_004855777.1	LOC111590736
XR_004855711.1	LOC111590668
NR_163744.1	LOC115032968
NR_121134.1	MIR167j
XM_008653028.3	LOC103631751
NM_001148161.1	LOC100273753
XR_002266633.1	LOC109943593
NM_001371998.1	LOC100284467
NM_001323348.1	LOC103631752
XM_008653050.4	LOC103631753
XM_008653068.4	LOC103631754
XM_008653073.4	LOC103631754
NM_001305818.1	LOC541986
XM_035961269.1	LOC109943594
XM_008653086.3	LOC103631755
XM_035961275.1	LOC109943595
XR_004852812.1	LOC103631757
XR_002265465.3	LOC103631757
XR_002265474.3	LOC103631757
XR_004852802.1	LOC103631757
XR_004852803.1	LOC103631757
XR_004852811.1	LOC103631757
XR_002265475.3	LOC103631757
XR_004852810.1	LOC103631757
XR_004852809.1	LOC103631757
XR_004852804.1	LOC103631757
XR_004852801.1	LOC103631757
XR_002265466.3	LOC103631757
XR_002265464.3	LOC103631757
XR_002265471.3	LOC103631757
XR_004852807.1	LOC103631757
XR_004852805.1	LOC103631757
XR_002265477.3	LOC103631757
XR_002265473.3	LOC103631757
XR_002265467.3	LOC103631757
XR_004852808.1	LOC103631757
XR_002749714.2	LOC111590578
XM_008667424.4	LOC100217076
NM_001348788.1	LOC100217076
XR_002265481.3	LOC100279920
XR_002265480.3	LOC100279920
XR_004852825.1	LOC100279920
XR_002749354.2	LOC100279920
XR_004852835.1	LOC100279920
XR_555412.4	LOC100279920
XR_555415.4	LOC100279920
XR_004852831.1	LOC100279920
XR_004852826.1	LOC100279920
XR_555413.4	LOC100279920
XR_004852827.1	LOC100279920
XR_004852824.1	LOC100279920
XR_004852832.1	LOC100279920
XR_004852838.1	LOC100279920
XR_004852828.1	LOC100279920
XR_002265482.1	LOC100279920
XR_555416.2	LOC100279920
XM_020545158.3	LOC100279920
XM_008653139.3	LOC100279920
XM_020545140.1	LOC100279920
XM_008653142.2	LOC100279920
NM_001358571.1	LOC100192801
XM_008667651.2	LOC103644445
XM_008667652.1	LOC103644446
XM_008653159.2	LOC103631760
NR_163740.1	LOC115032966
NR_163741.1	LOC115032966
NR_121043.1	MIR166g
XM_008653168.3	LOC103631761
XM_008653162.3	LOC103631761
XM_035962749.1	LOC103631761
XM_008653166.4	LOC103631761
XM_008669535.3	LOC100273582
XM_008669538.3	LOC100273582
NM_001360280.1	LOC100273582
XM_008669544.4	LOC100273582
XM_023302015.2	LOC100280342
XM_023302018.2	LOC100280342
XM_023302017.2	LOC100280342
XM_023302019.1	LOC100280342
NM_001355771.1	LOC100280342
XM_008645777.2	LOC100382452
NM_001175193.1	LOC100382452
XM_008665515.4	LOC100194295
XM_008665458.4	LOC100194295
XM_008665276.3	LOC100194295
NM_001139334.1	LOC100194295
NM_001360559.1	LOC100274180
XM_035962751.1	LOC103631763
XM_008653176.4	LOC103631763
XM_020547095.3	LOC103631764
NM_001157800.1	LOC100284905
NR_161309.1	LOC109942743
NR_161308.1	LOC109942743
XR_004855722.1	LOC111590682
XM_008653185.3	LOC103631765
NM_001153547.2	LOC100280629
XM_023301296.2	LOC100194231
NM_001352340.1	LOC100194231
NM_001153634.2	LOC100280715
XM_008671469.4	LOC103631766
XM_020545186.3	LOC103631766
XM_008671468.4	LOC103631766
NM_001323023.1	LOC107548105
NM_001328050.2	LOC542448
NM_001112486.2	LOC100037781
XM_020547096.3	LOC109943596
XM_035967632.1	LOC100284142
XM_008680047.2	LOC100284142
NM_001370615.1	LOC100284142
NM_001155740.1	LOC100282834
NM_001154017.2	LOC100281098
NM_001371960.1	LOC100283639
NR_158747.1	LOC100280355
XR_004852882.1	LOC103631768
XR_004852883.1	LOC103631768
XR_004852884.1	LOC103631768
XM_035962763.1	LOC103631768
XM_035962769.1	LOC103631768
XM_035962778.1	LOC103631768
XM_035962767.1	LOC103631768
XM_035962772.1	LOC103631768
XM_035962784.1	LOC103631768
XM_035962797.1	LOC103631768
XM_035962777.1	LOC103631768
XM_035962790.1	LOC103631768
XM_035962774.1	LOC103631768
XM_035962808.1	LOC103631768
XM_035962800.1	LOC103631768
XM_035962804.1	LOC103631768
XM_035962768.1	LOC103631768
XM_035962779.1	LOC103631768
XM_035962785.1	LOC103631768
XM_035962799.1	LOC103631768
XM_035962803.1	LOC103631768
XM_035962793.1	LOC103631768
XM_035962802.1	LOC103631768
XM_035962782.1	LOC103631768
XM_035962795.1	LOC103631768
XM_035962801.1	LOC103631768
